Code Number,Summary
529,"The provider performs anesthesia services for a patient undergoing the procedure of mediastinoscopy in which another provider inserts a device with a video camera via an opening at the base of the neck to view the structures in the upper chest between the two lungs. The surgical provider may perform thoracoscopy, in which he may insert a device with a viewing camera through an opening in the side of the lower chest to view any abnormality in the contents of the pleura, the double layered membrane covering the lung. The procedure involves one lung ventilation."
532,"The provider performs anesthesia services for the procedure of accessing central venous circulation, which refers to the major veins draining blood into the heart. Another provider may use this access or entry point for various cardiac treatment or monitoring purposes."
537,"The provider performs anesthesia services for a patient undergoing cardiac electrophysiologic procedures, such as mapping, pacing, recording, arrhythmia induction, lead testing, and similar services, as well as radiofrequency ablation."
539,The provider performs anesthesia services for a patient undergoing the procedure of tracheobronchial reconstruction in which the surgical provider performs repair of injury or malformations in the windpipe and its subdivisions.
546,"The provider performs anesthesia services for a patient undergoing a procedure involving opening the chest wall, removal of all or part of a lung, and surgical repair of the thorax."
548,"The provider performs anesthesia services for a patient undergoing a procedure involving opening the chest wall, and performing procedures on the trachea, which is the windpipe, and the bronchi, the air passages that lead from the windpipe to the lungs."
560,"The provider performs anesthesia services for a patient undergoing a procedure involving the heart, the sac around the heart, and the great vessels of the chest, such as the aorta, its major branches, and the major pulmonary vessels. The patient does not require a pump oxygenator to take on the work of the heart and lungs."
580,The provider performs anesthesia services for a patient undergoing transplant of the heart or of both the heart and lungs
604,The provider performs anesthesia services for a patient undergoing a procedure on the cervical spine and cord while in a sitting position.
625,"The provider performs anesthesia services for a patient undergoing a procedure on the thoracic spine and cord, via an anterior transthoracic approach; not utilizing 1 lung ventilation."
626,"The provider performs anesthesia services for a patient undergoing a procedure on the thoracic spine and cord, via an anterior transthoracic approach; utilizing 1 lung ventilation."
635,"The provider performs anesthesia services for a patient undergoing a procedure in the lumbar region, including a diagnostic or therapeutic lumbar puncture."
640,"The provider performs anesthesia services for a patient undergoing a manipulation of the spine or for a closed procedure on the cervical, thoracic, or lumbar spine."
732,"The anesthesia provider performs anesthesia services for an endoscopic retrograde cholangiopancreatography (ERCP) during which another provider introduces the endoscope to the proximal (upper) part of the duodenum, the part of the small bowel just below the stomach."
740,No Summary found for this code
752,"The provider performs anesthesia services for hernia repairs in the upper abdomen, including a lumbar and ventral, or incisional, hernia and or wound dehiscence."
754,"The provider performs anesthesia services for a patient undergoing hernia repair in the upper abdomen for an omphalocele, a congenital malformation in which part of the intestine or other abdominal organs protrude into the base of the umbilical cord due to a defect in the development of the muscles of the abdominal wall."
756,"The provider performs anesthesia services for a patient undergoing transabdominal repair of a diaphragmatic hernia. The surgical procedure involves repairing a discontinuity in the respiratory diaphragm and restoring the protruding abdominal contents back into the abdominal cavity, via the transabdominal approach."
794,"The provider performs anesthesia services for a patient undergoing a procedure of partial or total pancreatectomy, which is surgical removal of the pancreas. The surgical provider may perform a Whipple procedure, which is removal of the head of the pancreas along with the duodenum and other nearby structures, and rejoining the cut end of the pancreas to the small intestine. This code includes laparoscopy."
802,"The provider performs anesthesia services for a patient undergoing panniculectomy on the lower anterior abdominal wall. In this procedure the surgical provider excises excess fat and skin, called a pannus, via an incision below the navel."
811,"The provider performs anesthesia services for a patient undergoing an unspecified lower intestinal endoscopic procedure where the surgical provider introduces an endoscope into the intestines up to but not into the duodenum, the part of the intestines just below the stomach."
813,"The anesthesia provider performs anesthesia services for a patient undergoing both upper and lower intestinal endoscopy where the surgical provider introduces an endoscope into the intestines above and below the duodenum, the part of the intestines just next to the stomach."
832,The provider performs anesthesia services for a patient undergoing hernia repairs in the lower abdomen such as ventral hernias and incisional hernias. The patient is older than 1 year of age.
836,The provider performs anesthesia services for a patient undergoing repair of a hernia located in the lower abdomen. The patient is an infant born at fewer than 37 weeks gestational age and younger than 50 weeks gestational age at the time of surgery. This code refers to procedures not specified by any other anesthesia code.
840,"The provider performs anesthesia services for a patient undergoing intraperitoneal procedures in the lower abdomen, including laparoscopy, which are not specified by any other anesthesia code."
844,"The provider performs anesthesia services for a patient undergoing abdominoperineal resection in which the surgical provider removes large tumors lying very low down in the rectum along with the anus, the external opening of the intestines."
862,"The provider performs anesthesia services for an extraperitoneal procedure in the lower abdomen, including the urinary tract; renal procedures, including upper one third of ureter, or donor nephrectomy."
868,The provider performs anesthesia services for a patient undergoing a renal transplant.
870,The provider performs anesthesia services for a patient undergoing removal of a stone from the bladder.
872,The provider performs anesthesia services for a patient partially submerged in liquid while undergoing treatment of a kidney stone or ureteral stone by extracorporeal shock wave.
873,"The provider performs anesthesia services for lithotripsy, extracorporeal shock wave, without water bath."
882,"The provider performs anesthesia services for a procedure on major lower abdominal vessels, including inferior vena cava ligation."
908,The provider performs anesthesia services for a patient undergoing perineal prostatectomy. In this procedure the surgical provider partially or completely removes the prostate gland by approaching it through the perineum.
914,"The provider performs anesthesia services for a patient undergoing removal of the prostate gland through the urethra, which is the opening for the outflow of urine."
921,"The provider performs anesthesia services for a patient undergoing vasectomy. The surgical provider excises the vas deferens, which is the duct that carries the male reproductive cells toward the penis. The provider can perform the procedure unilaterally, with removal of the vas deferens of one side, or bilaterally, involving the vas deferens of each side."
922,"The provider performs anesthesia services for a patient undergoing a procedure related to the seminal vesicles, which are the glands secreting the components of semen."
936,The provider performs anesthesia services for a patient undergoing extensive surgical removal of the penis along with removal of lymph nodes of the inguinal and iliac region on both sides.
940,"The provider performs anesthesia services for a patient undergoing procedures on the female perineum including biopsy of the labia, vagina, cervix, or endometrium. Use this code for procedures not specified by any other anesthesia code."
942,"The provider performs anesthesia services for a patient undergoing procedures on the female vagina and associated structures including biopsy, incision into the vagina, repair of vaginal tear, or excision of the vagina and open urethral procedures."
944,The provider performs anesthesia services for a patient undergoing removal of the uterus through the vaginal approach.
950,The provider performs anesthesia services for a patient undergoing culdoscopy in which the surgical provider views the uterus by introducing a flexible tube with a viewing camera.
955,No Summary found for this code
1110,No Summary found for this code
1112,The provider performs anesthesia services for a patient undergoing the procedure of either bone marrow aspiration or biopsy or both. The procedure site is the anterior or posterior iliac crest.
1120,The provider performs anesthesia services for a patient undergoing procedures on the bony pelvis.
1130,The provider performs anesthesia services for a patient undergoing body cast application or revision. Application involves enclosing the body with a plaster shell. Revision refers to redoing the procedure for specific needs.
1200,The provider performs anesthesia services for a patient undergoing any closed procedure involving the hip joint. Closed means interventions that do not require an open surgical entry into the joint.
1210,The provider performs anesthesia services for a patient undergoing an open procedure of the hip joint.
1232,"The provider performs anesthesia services for a patient undergoing an amputation, or removal, of the leg at the upper two thirds of the femur, or the thigh bone, the long bone that extends from the pelvis to the knee."
1240,No Summary found for this code
1380,The provider performs anesthesia services for a patient undergoing any closed procedure of the knee joint.
1382,The provider performs anesthesia services for a patient undergoing a diagnostic arthroscopic procedure of the knee joint.
1440,The provider performs anesthesia services for a patient undergoing a procedure to the arteries of the knee and popliteal area.
1444,The provider performs anesthesia services for a patient undergoing an excision and graft or repair of the popliteal area due to an occlusion or aneurysm.
1470,"The provider performs anesthesia services for a patient undergoing a procedure on the nerves, muscles, tendons, and fascia of the lower leg, ankle, and foot. Report this code when no other more specific code applies."
1472,"The provider performs anesthesia services for a patient undergoing a procedure on the nerves, muscles, tendons, and fascia of lower leg, ankle, and foot, including a repair of ruptured Achilles tendon, with or without graft."
1482,"The provider performs anesthesia services for a patient undergoing a procedure on the bones of lower leg, ankle, and foot, including a radical resection (including below knee amputation)."
1484,The provider performs anesthesia services for a patient undergoing an osteotomy or osteoplasty of the tibia and or fibula.
1502,"The provider performs anesthesia services for a patient undergoing the direct surgical removal of an embolus or a catheter directed removal, along with the placement of a bypass graft for an artery of the lower leg."
1520,The provider performs anesthesia services for a patient undergoing a procedure on the veins of the lower leg.
1522,The provider performs anesthesia services for a patient undergoing a direct or catheter directed venous thrombectomy of a vein in the lower leg.
1632,No Summary found for this code
1634,"The provider performs anesthesia services for a patient undergoing an open or surgical arthroscopic procedure on humeral head and neck, sternoclavicular joint, acromioclavicular joint, and shoulder joint, including shoulder disarticulation."
1652,The provider performs anesthesia services for a patient undergoing surgery for an axillary–brachial artery aneurysm.
1656,The provider performs anesthesia services for a patient undergoing a bypass graft procedure from the axillary artery to the femoral artery.
1712,The provider performs anesthesia services for a patient undergoing an open tenotomy in the area of the elbow to the shoulder.
1714,"The provider performs anesthesia services for a procedure on the nerves, muscles, tendons, fascia, and bursae of upper arm and elbow; tenoplasty, elbow to shoulder."
1732,The provider performs anesthesia services for a diagnostic arthroscopic procedure of the elbow joint.
1744,"The provider performs anesthesia services for a patient undergoing open or arthroscopic repair of nonunion or malunion of the humerus, which is the long bone of the upper arm."
1756,The provider performs anesthesia services for a patient undergoing a radical surgical procedure on the elbow through arthroscopy or open approach.
1758,"The provider performs anesthesia services for a patient undergoing arthroscopic or open excision of a cyst or tumor of the humerus, which is the long bone of the upper arm."
1760,The provider performs anesthesia services for a patient undergoing total elbow replacement.
1780,The provider performs anesthesia services for a patient undergoing procedures on veins of the upper arm and elbow. This code is used for anesthesia procedure not specified by any other anesthesia code.
1829,The provider performs anesthesia services for a patient undergoing arthroscopic procedures on the wrist for the purpose of diagnosis of the pathology.
1830,"The provider performs anesthesia services for a patient undergoing procedures on the distal radius, distal ulna, wrist, or hand joints. The provider may perform the procedure by using an open approach or an arthroscopic/endoscopic approach. This code is used for an anesthesia procedure not specified by any other anesthesia code."
1832,The provider performs anesthesia services for a patient undergoing total wrist replacement.
1850,"The provider performs anesthesia services for a patient undergoing procedures on veins of the forearm, wrist, and hand. Use this code for anesthesia procedures not specified by any other anesthesia code."
1904,No Summary found for this code
1905,No Summary found for this code
1906,No Summary found for this code
1908,No Summary found for this code
1912,No Summary found for this code
1916,The provider performs anesthesia services for a patient undergoing diagnostic arteriography or venography. 
1918,No Summary found for this code
1920,"The provider performs anesthesia services for a patient undergoing coronary angiography and ventriculography, which does not include Swan–Ganz catheterization."
1930,The provider performs anesthesia services for a patient undergoing therapeutic interventional radiological procedures involving the venous/lymphatic system. Use this code for anesthesia procedures not specified by any other anesthesia code.
1935,The provider performs anesthesia services for a patient undergoing diagnostic percutaneous image guided procedures on the spine and spinal cord.
1965,The provider performs anesthesia services for an incomplete or missed abortion procedure.
1991,"The provider performs anesthesia services for a patient undergoing a diagnostic or therapeutic nerve block or injection that a different provider performs. The provider does not perform this procedure with the patient in a prone position, or lying flat."
1992,"The provider performs anesthesia services for a patient undergoing a diagnostic or therapeutic nerve block or injection that a different provider performs. The provider performs this procedure with the patient in a prone position, or lying flat."
1995,No Summary found for this code
1996,The provider performs anesthesia services for a patient undergoing epidural or subarachnoid continuous drug administration. This procedure is for the daily management by the provider of the patient receiving this service in the hospital.
10004,"The provider performs a fine needle aspiration (FNA), a diagnostic procedure that involves collecting a specimen from tissue, a cyst, or mass using a specialized needle and syringe. Report this code for each additional lesion biopsied in addition to primary code 10021."
10006,"The provider performs a fine needle aspiration (FNA), a diagnostic procedure that involves collecting a specimen from tissue, a cyst, or mass using a specialized needle and syringe. Report this code for each additional lesion biopsied under ultrasound guidance in addition to primary code 10005."
10010,"The provider performs a fine needle aspiration (FNA), a diagnostic procedure that involves collecting a specimen from tissue, a cyst, or mass using a specialized needle and syringe. Report this code for each additional lesion biopsied under CT guidance in addition to primary code 10009."
10012,"The provider performs a fine needle aspiration (FNA), a diagnostic procedure that involves collecting a specimen from tissue, a cyst, or mass using a specialized needle and syringe. Report this code for each additional lesion biopsied under MR imaging guidance in addition to primary code 10011."
10035,"The provider places a tiny metallic or radioactive device into the patient’s body through a needle he inserts through the patient’s skin in order to mark the exact location of suspicious tissue for a subsequent surgical procedure or radiation treatment. He uses fluoroscopy, a live X–ray that projects on a display screen, or ultrasound imaging to guide the needle to the right location. "
10036,"In this add–on procedure, the provider places an additional tiny metallic or radioactive device into the patient’s body through a needle he inserts through the patient’s skin in order to mark the exact location of suspicious tissue for a subsequent surgical procedure or radiation treatment. He uses fluoroscopy or ultrasound imaging, technologies that display live images on a video monitor, to guide the needle to the right location. The provider places this localization device at the same session that he places the initial device for the first lesion."
10060,"The provider incises the area of abscess and drains the collection of pus from a lesion, such as a carbuncle, hidradenitis, cyst, furuncle, or paronychia, with the help of surgical instruments. A simple incision and drainage usually involves a single incision of an abscess situated just below the skin's surface."
10061,"The provider incises the area of abscess and drains the collection of pus, such as those related to a carbuncle, hidradenitis, cyst, furuncle, or paronychia, with the help of surgical instruments. A complicated incision and drainage can involve multiple incisions, drain placements, extensive packing, and a more complicated wound closure."
10080,The provider open (incises) and drains the contents of a pilonidal cyst.
10081,"The provider opens (incises) and drains the contents of a pilonidal cyst, a nest of hair and debris that forms at the base of the spine; the procedure requires extra time and technique to perform."
10140,"The provider makes an incision into the hematoma, seroma, or other collection of fluid and bluntly penetrates it to allow fluid evacuation."
11004,"The provider evaluates the extent of necrotic tissue in external genitalia and the perineum, and debrides the infected necrotic skin, subcutaneous tissue, muscle, and fascia."
11011,"The provider removes necrotic tissue along with all foreign materials from skin, subcutaneous tissues, muscle fascia, and muscle in and around the site of an open fracture and/or open dislocation. "
11041,No Summary found for this code
11050,No Summary found for this code
11103,The provider biopsies an additional skin lesion using a tangential (side–ways) approach; he shaves off the lesion or scoops it out with a knife or curette. Report +11103 for each separate lesion biopsied in addition to the primary code 11102.
11107,The provider biopsies an additional or separate skin lesion after the first using an incisional or wedge technique; he may perform this type of biopsy for large or deep skin lesions. Report +11107 for each additional/separate lesion in addition to primary code 11106.
11201,"The provider removes up to 10 additional skin tags in any area of the body, after removing an initial 15 lesions."
11301,"The provider shaves off a single epidermal or dermal lesion of 0.6 to 1.0 cm in diameter from the skin of the trunk, arms, or legs."
11303,"The provider shaves off a single epidermal or dermal lesion greater than 2.0 cm in diameter from the skin of the trunk, arms, or legs."
11307,"The provider shaves off a single epidermal or dermal lesion 1.1 to 2.0 cm in diameter from the skin of the scalp, neck, hands, feet, or genitals."
11313,"The provider shaves off a single epidermal or dermal lesion of 2.0 cm or greater in diameter from the face, ears, eyelids, nose, lips, or mucous membranes."
11404,"The provider excises a noncancerous lesion, excluding a skin tag, of 3.1 to 4.0 cm in diameter, including margins, from the skin of the trunk, arms, or legs. "
11406,"The provider excises a noncancerous lesion, excluding a skin tag, of greater than 4.0 cm in diameter, including margins, from the skin of the trunk, arms, or legs. "
11421,"The provider excises a noncancerous lesion, excluding a skin tag, of 0.6 to 1.0 cm in diameter, including margins, from the skin of the scalp, neck, hands, feet, or genitals."
11423,"The provider excises a noncancerous lesion, excluding a skin tag, of 2.1 to 3.0 cm in diameter, including margins, from the skin of the scalp, neck, hands, feet, or genitals."
11426,"The provider excises a noncancerous lesion, excluding a skin tag, greater than 4.0 cm in diameter, including margins, from the skin of the scalp, neck, hands, feet, or genitals."
11440,"The provider excises a benign (noncancerous) lesion including margins from the face, ears, eyelids, nose, lips, or mucous membrane that is 0.5 cm in diameter or less and also performs a simple (nonlayered) closure. "
11441,"The provider excises a benign (noncancerous) lesion including margins from the face, ears, eyelids, nose, lips, or mucous membrane that is 0.6 to 1.0 cm in diameter and also performs a simple (nonlayered) closure."
11444,"The provider excises a benign (noncancerous) lesion including margins from the face, ears, eyelids, nose, lips, or mucous membrane that is 3.1 to 4.0 cm in diameter or less and also performs a simple (nonlayered) closure. "
11446,"The provider excises a benign (noncancerous) lesion including margins from the face, ears, eyelids, nose, lips, or mucous membrane that is over 4.0 cm in diameter and also performs a simple (nonlayered) closure. "
11462,The provider excises inguinal skin and subcutaneous tissue involved with hidradenitis (painful lesions associated with sweat glands); he closes the excision site using simple or intermediate repair techniques.
11600,"The provider excises a cancerous (malignant) lesion, including margins, of 0.5 cm or less in diameter, from the skin of the trunk, arms, or legs. "
11602,"The provider excises a cancerous (malignant) lesion, including margins, of 1.1 to 2.0 cm in diameter, from the skin of the trunk, arms, or legs. "
11620,"The provider excises a cancerous (malignant) lesion, including margins, of 0.5 cm or less in diameter, from the skin of the scalp, neck, hands, feet, or genitalia (sex organs)."
11621,"The provider excises a cancerous (malignant) lesion, including margins, of 0.6 to 1.0 cm or less in diameter, from the skin of the scalp, neck, hands, feet, or genitalia (sex organs)."
11622,"The provider excises a cancerous (malignant) lesion, including margins, of 1.1 to 2.0 cm in diameter, from the skin of the scalp, neck, hands, feet, or genitalia (sex organs)."
11623,"The provider excises a cancerous (malignant) lesion, including margins, of 2.1 to 3.0 cm in diameter, from the skin of the scalp, neck, hands, feet, or genitalia (sex organs)."
11640,"The provider excises a cancerous (malignant) lesion, including margins, of 0.5 cm or less in diameter, from the skin of the face, ears, eyelids, nose, lips."
11641,"The provider excises a cancerous (malignant) lesion, including margins, of 0.6 to 1.0 cm in diameter, from the skin of the face, ears, eyelids, nose, lips."
11643,"The provider excises a cancerous (malignant) lesion, including margins, of 2.1 to 3.0 cm in diameter, from the skin of the face, ears, eyelids, nose, lips."
11700,No Summary found for this code
11701,No Summary found for this code
11720,"The provider surgically debrides (debulks or removes) 1 to 5 abnormal, diseased, or infected nails."
11730,The provider removes part or all of a single nail plate using simple avulsion techniques.
11755,"This procedural code is used when the physician biopsies the nail plate, bed, hyponychium, proximal nail folds, or lateral nail folds.  Each one is a separate procedure."
11771,The provider excises a pilonidal cyst or sinus that requires extensive dissection into deeper subcutaneous tissues.
11900,"This code describes an intralesional injection of a corticosteroid, such as triamcinolone acetonide, for treatment of large nodules, keloids, lichenified hyperkeratotic lesions, and numerous other conditions."
11901,"This code describes an intralesional injection of a corticosteroid, such as triamcinolone acetonide, for treatment of large nodules, keloids, lichenified hyperkeratotic lesions, and numerous other conditions."
11920,"The provider tattoos an area of skin measuring 6.0 cm2 in size or less using intradermal insoluble opaque pigments to correct skin color defects, which happen because of congenital defects, breast reconstruction, burns, vitiligo, birthmarks, and other such conditions. The procedure provides a 'permanent camouflage' for the defect."
11952,The provider injects 5.1 cc to 10.0 cc of collagen into the subcutaneous layer of skin.
11960,"The provider inserts one or more implants under the patient’s skin that helps to expand the tissues. This code represents placement of expanders anywhere in the patient’s body, except the breast, for reconstruction of tissue defects."
11970,The provider fits a permanent implant in the patient’s body in place of a previously placed tissue expander.
11971,The provider removes a tissue expander without inserting an implant.
11983,The provider removes a non–biodegradable implant (a capsule or pellet with controlled–release properties containing a drug for long term delivery) after which he inserts a new one.
12011,"This CPT code is used for the simple repair of superficial wounds to the face, ears, eyelids, nose, lips, and/or mucous membranes, that are 2.5 cm or less in size."
12017,"This CPT code is used for the simple repair of superficial wounds to the face, ears, eyelids, nose, lips and/or mucous membranes that are 20.1 to 30 cm in size."
12021,"Wound dehiscence usually describes opening up of a previously sutured area that has become infected. In this procedure, the provider treats a superficial wound dehiscence with packing."
12034,"This CPT® code is used for the intermediate repair of wounds to the scalp, axillae, trunk and/or extremities (excluding hands and feet) that are 7.6 to 12.5 cm in size."
12035,"This CPT® code is used for the intermediate repair of wounds to the scalp, axillae, trunk, and/or extremities (excluding hands and feet) that are 12.6 to 20 cm in size."
12036,"This CPT® code is used for the intermediate repair of wounds to the scalp, axillae, trunk, and/or extremities (excluding hands and feet) that are 20.1 to 30 cm in size."
12047,"This CPT® code is used for the intermediate repair of superficial wounds to the neck, hands, feet and/or external genitalia that are over 30.0 cm or greater in size."
12052,"This CPT® code is used for the intermediate repair of wounds to the face, ears, eyelids, nose, lips and/or mucous membranes that are 2.6 to 5.0 cm in size."
12057,"This CPT® code is used for the intermediate repair of wounds to the face, ears, eyelids, nose, lips and/or mucous membranes that are over 30.0 cm or greater in size."
13100,This is for a complex repair of a wound to the trunk.  This wound should be 1.1 to 2.5 cm in size.
13120,"This is for a complex repair of a wound 1.1 to 2.5 cm in size on the scalp, arms, and/or legs."
13160,This procedure is performed on sites of injury such as abdominal wounds and/or contaminated lacerations to avoid infection and re–epithelialize new tissue.
14000,"In an adjacent tissue transfer (ATT) of the trunk, the provider transfers a skin part to another skin segment on the trunk.  This code is for an ATT 10 cm2 in size or less."
14061,"The provider replaces the lesions in the eyelids, nose, ears, or lips, with the healthy tissues from an adjacent site. This code represents a defect of 10.1 cm2 to 30.0 cm2 in size."
15005,"At the same encounter that the provider prepares 100 cm2 skin of a body part with an open wound, burn eschar, or scar contracture to receive a skin graft, he extends the site up to an additional 100 cm2. This procedure helps in repairing the areas of the face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, or multiple digits. In children under 10, this code applies to each additional 1 percent of body area after the first."
15040,The provider harvests 100 cm2 or less of skin for a tissue cultured skin autograft.
15050,"The provider surgically removes one or more patches of skin, called pinch grafts, from a healthy donor site and fixes them to the affected part or the recipient site. This procedure helps to cover small ulcers, a toe or fingertip, or other small area up to 2 cm diameter"
15116,"This CPT code is used for an epidermal autograft of the face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits. This procedure includes each additional 100 cm2 or additional one percent of body area of an infant or child. This procedure is listed separately from the primary procedure."
15130,"This procedure is the harvesting and placement of a dermal autograft of the trunk, arms, or legs.  The amount covered by this code is the first 100 cm2 or less of an adult, or 1 percent of the body surface area of an infant or child."
15131,"This code is used for a dermal autograft of the trunk, arms, or legs.  This procedure includes each additional 100 cm2 in an adult or each additional 1 percent of body surface area or an infant or child.  This procedure is listed separately in addition to the code for the primary procedure."
15135,"This procedure is the harvesting and placement of a dermal autograft of the face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits.  The amount covered by this code is the first 100 cm2 or less of an adult or 1 percent of the body surface area of an infant or child."
15152,"The provider covers an open wound or burn on the trunk, arms, or legs with a tissue cultured epidermal autograft.  This code is used for each additional 100 cm2 or 1 percent of body area of an infant or child after the first 100 cm2."
15156,"The provider places a tissue cultured epidermal autograft of the face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits.  This code is used for each additional 1 cm2 up to 75 cm2 of grafted skin after the first 25 cm2."
15157,"The provider places a tissue–cultured epidermal autograft of the face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits.  This code is used for each additional 100 cm2 or each additional 1 percent of body area of an infant or child after the first 100 cm2."
15170,No Summary found for this code
15175,No Summary found for this code
15220,"This CPT code is for a free full–thickness skin graft of the scalp, arms, and/or legs that is 20 cm2 or less in size."
15240,"This code is for a free full–thickness skin graft of the forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands, and/or feet that is 20 cm2 or less in size."
15241,"This CPT code is for a free full–thickness skin graft of the forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands, and/or feet.  This CPT code is used for each additional 20 cm2, or part thereof, of skin used."
15261,"This code is for a free full–thickness skin graft of the nose, ears, eyelids, and/or lips.  This code is used for each additional graft of 20 cm2 or part thereof."
15271,"The provider uses a skin substitute, such as an allograft or xenograft, to cover wounds on the patient’s trunk, arms, and/or legs up to an area of 100 cm2. This code covers up to the first 25 cm2."
15273,"The provider uses a skin substitute, such as an allograft or xenograft, to cover wounds on the patient’s trunk, arms, and/or legs that are greater than or equal to 100 cm2. This code covers the first 100 cm2 in a patient 10 years or older, or 1 percent of the body area of infants and children under 10."
15274,"The provider uses a skin substitute such as an allograft or xenograft to cover a trunk, arms, and/or legs wound surface area of up to an additional 100 cm2 in a patient 10 years or older, or 1 percent of body area of infants and children under 10. He performs this add–on service for a wound 100 cm2 or larger at the same session that he covers the first 100 cm2 in patients 10 and older or covers the first 1 percent of body area in patients under 10."
15301,No Summary found for this code
15320,No Summary found for this code
15321,No Summary found for this code
15343,No Summary found for this code
15351,No Summary found for this code
15361,No Summary found for this code
15365,No Summary found for this code
15400,No Summary found for this code
15574,"The provider prepares a direct or tubed pedicle skin flap with the patient’s healthy skin and tissue to cover an injury or wound on the body. The provider may or may not transfer the flap to the recipient site. This code is specific to the forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands or feet."
15580,No Summary found for this code
15600,The provider divides a previously created pedicled flap from its base and completes the inset of the graft at the trunk as well as repairs the remaining wound where the flap was pedicled.
15625,No Summary found for this code
15630,"The provider divides a previously created pedicled flap from its base and completes the inset of the graft at eyelids, nose, ears, or lips as well as repairs the remaining wound where the flap was pedicled."
15650,The provider moves a previously created pedicle flap from its donor site to a different location on the patient’s body.
15736,"The provider creates a muscle, myocutaneous, or fasciocutaneous flap from an upper extremity of the patient to treat an injury or open wound on an affected area."
15755,No Summary found for this code
15758,"The provider takes a free fascial flap, a piece of skin along with the underlying fascial tissue and blood vessels, from a donor site in the body and planted at the site of repair using microscopic techniques to attach the blood vessels in the flap to those in the donor site."
15760,"The provider performs an excision of the skin graft from the donor site, such as from the external part of the patient’s ear or nasal ala, which is the external wing part of the nose that includes cartilage. He places this graft on the recipient site to cover its defects. He then closes the donor area with sutures."
15771,"The provider harvests fat by liposuction technique from one location and injects it in another location on the trunk, breasts, scalp, arms, or legs, or a more than one of those areas, to fill in defects or reshape contours. This code represents 50 cc or less of autologous fat used for injection."
15772,"The provider harvests fat by liposuction technique from one location and injects it in another location on the trunk, breasts, scalp, arms, and/or legs to fill in defects or reshape contours. This code represents each additional 50 cc or part thereof, of autologous fat used for injection."
15782,"In this procedure, the provider removes acne scars, lesions, or tattoos from an area of the body other than the face by lightly sanding the surface of the skin with a specialized tool."
15786,"In this procedure, the provider removes a single lesion, such as a scar or an abnormal growth, by lightly sanding the surface of the skin with a specialized tool."
15789,"A chemical peel, also called chemexfoliation, is the application of chemical agents (e.g. alpha–hydroxy acid, retinoic acid, or phenol) in a controlled manner to remove a superficial scar, sun damage, or acne. It involves the epidermis partially or completely. It may or may not involve the dermis depending on the duration and requirements of the procedure."
15793,"A chemical peel, also called chemexfoliaiton, is the application of chemical agents (e.g. alpha–hydroxy acid, retinoic acid, or phenol) in a controlled manner to remove a superficial scar, sun damage, or acne. It involves the epidermis partially or completely. It may or may not involve the dermis depending on the duration and requirements of the procedure."
15811,No Summary found for this code
